CUST_ID,CUSTOMER_SEGMENT,AGE,CUSTOMER_PROFITABILITY,CUSTOMER_LIFE_TIME_VALUE,CUSTOMER_VALUE_TILL_DATE,REVENUE_LAST_ONE_YEAR,TOTAL_REVENUE_OVER_LIFETIME,NET_INTEREST_INCOME_LAST_ONE_YEAR,TOTAL_NON_INTEREST_INCOME,TOTAL_COST,TOTAL_ECONOMIC_PROFIT,CUSTOMER_REGION,ACCOUNT_TYPE,RECENCY_DAYS,FREQUENCY_LAST_YEAR,MONETARY_VALUE,CUSTOMER_SEGMENT_NUM,CUSTOMER_REGION_NUM
207,Young Adults,22,12504,39045,31790.955499258278,24730,39045,2694,9541,3357,21373,Rural,Current,14,59,21997,1,3
208,Mid-Career Professionals,38,37630,231948,195837.36457735157,57431,231948,49434,18892,9134,48297,Urban,Credit Card,22,15,1745589,2,1
209,Young Adults,18,16911,41910,26262.322796718494,24333,41910,142,2926,3316,21017,Urban,Savings,20,39,50520,1,1
210,Young Adults,23,8839,39566,19980.410138634103,5941,39566,4287,6652,8833,-2892,Urban,Current,20,30,67919,1,1
211,Mid-Career Professionals,44,55144,101919,87825.82731177514,19837,101919,44178,28176,13353,6484,Urban,Credit Card,0,41,2785882,2,1
212,Mid-Career Professionals,41,72161,149441,114745.02893155074,98163,149441,22665,15473,20690,77473,Suburban,Mortgage,1,36,4031041,2,2
213,Mid-Career Professionals,33,97360,208175,191116.9014325845,86232,208175,10534,14247,6909,79323,Suburban,Loan,57,30,1851434,2,2
214,Young Adults,21,6827,20845,18983.420212332487,21226,20845,1716,9456,3127,18099,Rural,Savings,18,32,66477,1,3
215,Mid-Career Professionals,26,26979,267770,246793.72397428073,94079,267770,46132,26058,19496,74583,Urban,Mortgage,13,31,2014461,2,1
216,Young Adults,20,14805,34337,25496.847669858733,17615,34337,1032,2541,5870,11745,Rural,Current,7,54,62737,1,3
217,Mid-Career Professionals,41,62600,203385,135620.00564364044,16466,203385,46110,7161,14850,1616,Urban,Credit Card,37,31,3536262,2,1
218,Mid-Career Professionals,34,79560,208015,186335.48975602194,45771,208015,32469,23635,6963,38808,Urban,Savings,11,37,4828839,2,1
219,Mid-Career Professionals,38,98040,127949,92845.81523399007,98886,127949,47268,25953,10153,88733,Urban,Loan,25,30,1863655,2,1
220,Retired Seniors,70,30669,312420,184865.5055001805,10375,312420,1172,16588,13481,-3106,Suburban,Investment,56,18,1976470,3,2
221,Mid-Career Professionals,38,26910,101151,93816.23852633135,35746,101151,37914,17061,5966,29780,Urban,Mortgage,28,27,4775322,2,1
222,Mid-Career Professionals,35,77713,198683,187016.32199838012,75739,198683,30901,11041,5889,69850,Rural,Savings,14,40,616456,2,3
223,Young Adults,21,19089,26944,19754.12503472037,15136,26944,1641,6481,8256,6880,Rural,Current,13,79,13076,1,3
224,Mid-Career Professionals,31,54964,102887,55337.75892186105,88369,102887,29324,26059,24445,63924,Rural,Mortgage,52,46,1035510,2,3
225,Young Adults,21,8747,30906,21446.07656748634,6893,30906,546,3560,8461,-1568,Urban,Current,28,40,20051,1,1
226,Young Adults,24,13843,35536,32045.257133331535,13106,35536,4726,5762,8166,4940,Rural,Current,0,33,9314,1,3
227,Retired Seniors,64,15978,303661,288747.30164118815,21826,303661,7670,19548,14821,7005,Suburban,Investment,89,13,2042549,3,2
228,Mid-Career Professionals,36,37153,106622,64158.33537528934,48367,106622,39709,20078,21006,27361,Urban,Credit Card,42,36,3182207,2,1
229,Retired Seniors,72,43548,339954,181360.97365121957,31199,339954,3723,7419,14381,16818,Urban,Savings,32,12,6654232,3,1
230,Mid-Career Professionals,44,59071,127842,120002.11831470417,89328,127842,10363,7722,21344,67984,Urban,Loan,50,32,3255964,2,1
231,Mid-Career Professionals,35,89519,172225,119645.1328078184,72724,172225,20358,15550,15940,56784,Urban,Mortgage,17,40,2232720,2,1
232,Mid-Career Professionals,35,29503,60503,46640.581810540185,51405,60503,46077,21854,16258,35147,Suburban,Loan,51,38,4223546,2,2
233,Mid-Career Professionals,36,80703,134761,132609.25844888616,30989,134761,13240,6468,12280,18709,Rural,Loan,59,39,3877343,2,3
234,Mid-Career Professionals,32,84379,218048,116281.15289612023,43931,218048,16665,29309,6067,37864,Urban,Mortgage,33,35,4550049,2,1
235,Young Adults,24,18537,26590,21914.38790907561,14290,26590,4729,2808,6223,8067,Suburban,Current,28,57,96903,1,2
236,Mid-Career Professionals,43,77866,191958,103091.56435331315,53367,191958,11936,29747,16115,37252,Rural,Mortgage,24,28,4572800,2,3
237,Young Adults,21,5521,27866,19164.408580323747,19342,27866,962,8719,6253,13089,Urban,Savings,27,46,50650,1,1
238,Young Adults,19,18070,16088,14509.884201536086,18945,16088,3005,6126,5856,13089,Rural,Current,25,34,15346,1,3
239,Mid-Career Professionals,39,78279,249971,179163.24374707934,91298,249971,21998,21363,14018,77280,Suburban,Loan,38,12,2877668,2,2
240,Young Adults,22,12569,47792,47724.669528864906,19312,47792,882,6142,9561,9751,Suburban,Current,7,29,60904,1,2
241,Retired Seniors,71,36806,306910,239245.44257148085,37052,306910,3840,12591,7607,29445,Urban,Investment,48,19,2480115,3,1
242,Retired Seniors,66,32168,170356,112533.94983722524,29953,170356,6923,7073,6985,22968,Suburban,Savings,140,12,1408573,3,2
243,Retired Seniors,61,14583,267228,163023.9546994377,27130,267228,9062,10012,13284,13846,Urban,Investment,51,5,9410855,3,1
244,Mid-Career Professionals,38,58714,92727,62614.85879137647,72656,92727,40825,23029,24563,48093,Suburban,Credit Card,28,28,446300,2,2
245,Young Adults,23,9941,27935,19170.858501236526,9633,27935,4309,7700,8362,1271,Urban,Current,0,30,9176,1,1
246,Retired Seniors,76,49896,58068,31029.032919037483,27304,58068,7288,10249,7538,19766,Rural,Investment,157,9,1124747,3,3
247,Mid-Career Professionals,34,97425,166923,114306.71704545763,61546,166923,13203,22513,23746,37800,Urban,Credit Card,44,14,1334498,2,1
248,Retired Seniors,76,37413,61390,44944.80136339551,17008,61390,2244,17147,5224,11784,Urban,Savings,64,14,9382014,3,1
249,Retired Seniors,67,22275,156752,135021.29406946854,37405,156752,18,19737,9371,28034,Suburban,Investment,136,18,2818890,3,2
250,Retired Seniors,61,12461,388113,321499.12525187875,46386,388113,641,2767,4726,41660,Urban,Savings,157,6,9793498,3,1
251,Young Adults,21,19291,30038,25663.951375886667,5272,30038,3083,5895,4006,1266,Suburban,Current,2,45,78927,1,2
252,Mid-Career Professionals,38,66804,233399,117675.53749318828,75354,233399,31584,24838,10791,64563,Rural,Credit Card,18,17,2675228,2,3
253,Retired Seniors,62,21435,274790,167301.41236536775,23007,274790,8521,12200,11073,11934,Suburban,Investment,167,9,4550338,3,2
254,Mid-Career Professionals,41,84946,127064,105570.1262106197,33157,127064,43541,12329,13458,19699,Urban,Mortgage,26,16,342726,2,1
255,Young Adults,23,5685,36281,26920.309133464703,7547,36281,4487,9140,9013,-1466,Suburban,Current,14,35,45667,1,2
256,Mid-Career Professionals,44,81332,104189,52371.302858204646,50932,104189,14732,19621,22221,28711,Suburban,Mortgage,10,23,821202,2,2
257,Retired Seniors,66,22258,312093,281585.0732202374,31164,312093,3518,13334,7584,23580,Rural,Savings,140,9,4074787,3,3
258,Mid-Career Professionals,35,50841,98511,87320.62193720222,29414,98511,37518,23174,22070,7344,Urban,Loan,25,13,806168,2,1
259,Mid-Career Professionals,34,68758,172115,133253.0821193185,29327,172115,49563,5885,21740,7587,Urban,Mortgage,58,45,565996,2,1
260,Young Adults,25,5038,23605,12586.933402474451,20576,23605,2567,9734,9824,10752,Suburban,Current,23,67,11611,1,2
261,Mid-Career Professionals,27,96272,150318,132769.50460781954,15946,150318,26121,8906,14063,1883,Urban,Credit Card,12,26,1498962,2,1
262,Retired Seniors,74,47643,331954,262860.0301508886,24693,331954,1674,6492,13165,11528,Urban,Savings,130,19,6613924,3,1
263,Young Adults,23,6256,39322,35035.11511090263,21890,39322,2683,3538,8347,13543,Urban,Current,3,55,51902,1,1
264,Mid-Career Professionals,30,63950,91869,80465.62222220673,30540,91869,10739,7073,20572,9968,Rural,Credit Card,12,15,1443763,2,3
265,Retired Seniors,63,44964,82955,74784.0184396312,16719,82955,1545,18696,7647,9072,Rural,Savings,127,17,6927799,3,3
266,Mid-Career Professionals,45,48044,111388,84543.94125033918,79757,111388,39140,11269,15002,64755,Suburban,Savings,55,45,959299,2,2
267,Mid-Career Professionals,29,35997,291324,166101.94996910376,56203,291324,19327,26701,15833,40370,Urban,Savings,36,47,2536385,2,1
268,Mid-Career Professionals,43,99751,60207,50307.68899988546,40081,60207,15127,22194,15420,24661,Urban,Mortgage,47,46,1638668,2,1
269,Mid-Career Professionals,29,43911,268401,217468.392190867,76861,268401,33331,11841,11642,65219,Rural,Mortgage,6,19,1079581,2,3
270,Young Adults,20,11381,17092,14889.295737803399,16350,17092,873,9984,5391,10959,Rural,Savings,0,55,64119,1,3
271,Retired Seniors,76,27030,209292,122423.36775918523,46358,209292,4555,12955,13542,32816,Rural,Investment,89,17,4312661,3,3
272,Retired Seniors,71,39334,255157,152453.14354047904,42021,255157,5645,4032,7357,34664,Suburban,Savings,169,18,3469554,3,2
273,Retired Seniors,76,24571,72031,68084.04396741273,38369,72031,8943,11699,7879,30490,Urban,Savings,178,8,1835184,3,1
274,Retired Seniors,69,38927,392951,343827.76293976983,41728,392951,7124,14737,8319,33409,Rural,Investment,168,16,8089252,3,3
275,Mid-Career Professionals,26,77941,121312,115745.50721060678,32576,121312,19045,15762,20599,11977,Urban,Credit Card,43,45,1584632,2,1
276,Mid-Career Professionals,43,78005,109766,96523.57297143947,44001,109766,30116,12129,18201,25800,Urban,Savings,50,22,2839963,2,1
277,Mid-Career Professionals,43,78712,193521,154541.5459852746,98384,193521,28667,24089,7739,90645,Suburban,Mortgage,57,27,1693526,2,2
278,Mid-Career Professionals,39,63541,139833,115651.17150840932,15390,139833,19521,13788,18231,-2841,Urban,Credit Card,43,42,4879313,2,1
279,Mid-Career Professionals,40,43387,237771,224589.91780157006,60436,237771,18669,7147,14510,45926,Urban,Savings,43,30,4762543,2,1
280,Mid-Career Professionals,37,68908,287199,226715.86054453743,26569,287199,37302,5615,14727,11842,Urban,Savings,13,25,1909875,2,1
281,Retired Seniors,63,29921,286731,234028.59840800142,23029,286731,6998,2947,7784,15245,Urban,Investment,54,19,9755180,3,1
282,Mid-Career Professionals,28,33057,285841,165284.2304895926,37490,285841,38806,10677,15635,21855,Rural,Mortgage,3,14,3197619,2,3
283,Mid-Career Professionals,45,84028,161041,118680.87360435865,60875,161041,41624,26035,14964,45911,Urban,Credit Card,51,15,285846,2,1
284,Young Adults,22,17500,25350,21755.333394068904,7560,25350,4505,6373,5209,2351,Urban,Savings,22,86,15386,1,1
285,Mid-Career Professionals,37,75731,277230,176171.72212712298,20867,277230,31797,12866,22261,-1394,Urban,Loan,25,21,701516,2,1
286,Young Adults,24,13474,17951,10790.832397297962,20284,17951,1269,4013,4870,15414,Urban,Current,15,52,20225,1,1
287,Mid-Career Professionals,36,68689,198694,130524.75191667101,24121,198694,17868,25081,16392,7729,Urban,Credit Card,9,45,3655637,2,1
288,Mid-Career Professionals,26,64638,173853,107919.30433921904,16539,173853,40251,21874,17336,-797,Suburban,Savings,44,42,3580069,2,2
289,Young Adults,23,14678,19727,11983.290795408491,22027,19727,4181,6350,5747,16280,Urban,Current,1,50,48021,1,1
290,Mid-Career Professionals,40,66486,103117,73463.17218201427,89229,103117,28987,23812,21676,67553,Suburban,Savings,34,30,4675363,2,2
291,Young Adults,24,9183,38782,36994.89662271561,13921,38782,1469,6987,3651,10270,Rural,Current,18,46,23261,1,3
292,Young Adults,25,18355,43454,32743.88494469213,22667,43454,377,2541,6631,16036,Suburban,Current,5,91,32378,1,2
293,Retired Seniors,78,13754,380048,225733.38244405092,20310,380048,7557,11479,11728,8582,Urban,Investment,48,12,3500758,3,1
294,Mid-Career Professionals,36,47044,179936,96892.98715085849,78965,179936,28064,14825,7686,71279,Urban,Savings,58,46,1029441,2,1
295,Young Adults,19,6724,30592,25944.404396029706,17744,30592,241,6920,2233,15511,Rural,Savings,20,81,71330,1,3
296,Mid-Career Professionals,27,86912,203245,140523.46743893682,84922,203245,19111,7926,19429,65493,Suburban,Loan,51,41,802726,2,2
297,Mid-Career Professionals,39,28706,214276,195187.32395526223,97839,214276,48450,12282,23758,74081,Rural,Savings,50,35,958754,2,3
298,Young Adults,19,13894,49324,40926.85457621868,17242,49324,69,9443,4272,12970,Rural,Savings,7,85,45160,1,3
299,Mid-Career Professionals,29,38037,172258,154708.47989367752,23947,172258,30308,20847,22350,1597,Rural,Savings,13,21,2766753,2,3
300,Young Adults,18,7066,38864,24716.455437979297,18946,38864,2086,6376,2889,16057,Rural,Current,9,41,32032,1,3
301,Young Adults,20,5022,45750,38712.71035129671,10930,45750,2007,3298,5863,5067,Suburban,Savings,2,36,96963,1,2
302,Mid-Career Professionals,38,71612,257184,162548.2587357347,76816,257184,34503,26252,8400,68416,Urban,Credit Card,37,16,1141431,2,1
303,Mid-Career Professionals,34,49725,66566,64538.01620154406,63785,66566,12779,11986,20371,43414,Rural,Loan,28,13,4093870,2,3
304,Mid-Career Professionals,32,25926,188262,154033.54749501805,15507,188262,31304,11862,9542,5965,Suburban,Credit Card,14,46,3594029,2,2
305,Mid-Career Professionals,40,29496,269679,178596.50887974305,81972,269679,10755,17159,8523,73449,Urban,Savings,22,47,542037,2,1
306,Retired Seniors,70,46068,88333,56069.89566593166,37151,88333,6495,6423,4763,32388,Suburban,Investment,52,15,6018213,3,2
307,Mid-Career Professionals,45,49806,171929,102377.4084223913,26618,171929,27400,15450,8291,18327,Suburban,Savings,17,10,3777264,2,2
308,Mid-Career Professionals,27,61321,261977,221978.47724405106,89286,261977,24249,28254,7488,81798,Rural,Mortgage,45,34,3250097,2,3
309,Mid-Career Professionals,40,85095,139571,85048.67841086685,31122,139571,34600,13159,15892,15230,Suburban,Credit Card,18,33,2654131,2,2
310,Young Adults,23,11272,16589,13232.242939235559,12354,16589,4938,4073,3558,8796,Urban,Current,27,72,13050,1,1
311,Mid-Career Professionals,45,75147,75235,47572.40812536463,45979,75235,29222,27554,9690,36289,Rural,Credit Card,25,26,1963613,2,3
312,Young Adults,23,14476,15159,12596.893617065127,18840,15159,737,2701,8121,10719,Rural,Savings,9,27,54616,1,3
313,Young Adults,20,5514,27145,24633.26946561647,9399,27145,179,9250,4276,5123,Suburban,Savings,14,78,59479,1,2
314,Retired Seniors,62,26832,212993,189353.46530655457,15037,212993,231,12111,7439,7598,Urban,Investment,33,17,5914835,3,1
315,Retired Seniors,76,48787,197309,173715.9076273108,38633,197309,1917,8825,4103,34530,Urban,Investment,84,15,2105919,3,1
316,Mid-Career Professionals,37,82946,157507,93537.29647668479,39495,157507,39148,15652,12520,26975,Suburban,Mortgage,1,27,3969819,2,2
317,Mid-Career Professionals,40,41727,189316,103024.34231166058,79550,189316,32302,17454,10409,69141,Urban,Mortgage,2,36,2157067,2,1
318,Young Adults,25,15047,29743,25265.917502850152,20848,29743,2623,9867,3478,17370,Urban,Current,6,35,12450,1,1
319,Young Adults,22,18161,46566,31859.228178773883,8715,46566,454,6264,5914,2801,Suburban,Savings,22,85,7925,1,2
320,Young Adults,20,13033,33691,24128.588356877586,19877,33691,4384,9968,5742,14135,Urban,Savings,15,24,85051,1,1
321,Mid-Career Professionals,45,88056,280604,144672.28001709835,88373,280604,32785,29530,12869,75504,Urban,Mortgage,30,27,150272,2,1
322,Mid-Career Professionals,31,23081,237450,149543.21394018023,49069,237450,22817,17516,7956,41113,Urban,Savings,9,12,1153886,2,1
323,Mid-Career Professionals,44,54196,121126,62602.54404784916,22370,121126,41406,19290,15766,6604,Urban,Mortgage,18,36,586160,2,1
324,Young Adults,18,8967,20585,19341.51956449834,23539,20585,2276,9776,5384,18155,Suburban,Savings,27,99,49528,1,2
325,Retired Seniors,64,49213,386907,240539.44025701596,16411,386907,7393,10558,12761,3650,Urban,Investment,110,10,1240176,3,1
326,Mid-Career Professionals,28,99578,274886,214045.09259762295,54133,274886,30914,13719,15086,39047,Urban,Savings,27,16,4376945,2,1
327,Mid-Career Professionals,26,45498,285422,148273.7778308706,15692,285422,39553,9886,15435,257,Suburban,Loan,18,23,1688321,2,2
328,Mid-Career Professionals,31,96865,193309,161108.30118295274,43926,193309,33548,25319,21412,22514,Rural,Loan,36,47,2239463,2,3
329,Mid-Career Professionals,40,51656,196721,130133.63124204557,88984,196721,47265,9619,15255,73729,Suburban,Mortgage,22,49,4167212,2,2
330,Young Adults,19,7159,22927,21756.7965996892,15622,22927,2669,7191,3446,12176,Urban,Current,19,98,25886,1,1
331,Mid-Career Professionals,28,57900,226481,213811.4477739847,64593,226481,16727,18956,12756,51837,Urban,Loan,12,42,1592669,2,1
332,Mid-Career Professionals,42,67701,229838,152301.0725715137,90609,229838,42427,15345,16856,73753,Rural,Loan,12,36,459571,2,3
333,Young Adults,18,15473,22016,20925.77753976067,7646,22016,308,8875,9572,-1926,Urban,Savings,10,48,41181,1,1
334,Young Adults,25,7649,29027,28971.234394324525,10209,29027,342,3908,4987,5222,Suburban,Current,10,76,38262,1,2
335,Young Adults,21,13505,39142,35725.20996256979,11533,39142,435,5012,7755,3778,Urban,Savings,15,24,5947,1,1
336,Young Adults,19,15805,38545,35555.28304961265,12211,38545,176,9856,5602,6609,Urban,Current,14,79,5022,1,1
337,Retired Seniors,74,45851,297644,185879.978125227,19927,297644,138,7401,8062,11865,Rural,Investment,174,9,1287560,3,3
338,Mid-Career Professionals,37,46832,212969,167894.36659116874,92463,212969,25577,8022,16877,75586,Suburban,Loan,53,15,2246081,2,2
339,Mid-Career Professionals,41,83437,100961,53875.612165029714,39594,100961,29619,16675,12244,27350,Suburban,Credit Card,49,11,2643250,2,2
340,Young Adults,20,6037,18167,9945.687079119636,14316,18167,942,4720,8372,5944,Urban,Savings,27,89,26725,1,1
341,Mid-Career Professionals,33,33944,225829,225703.95984143298,92713,225829,47388,10738,12105,80608,Urban,Credit Card,18,13,3547822,2,1
342,Mid-Career Professionals,39,39873,76917,51020.5555740464,91382,76917,26195,20126,24965,66417,Suburban,Loan,3,38,183576,2,2
343,Young Adults,18,12604,37736,32984.734052537635,12933,37736,3113,7984,4762,8171,Suburban,Savings,21,78,25557,1,2
344,Mid-Career Professionals,42,35379,77990,70450.9037427807,55696,77990,21154,6770,17229,38467,Urban,Savings,21,34,2743265,2,1
345,Mid-Career Professionals,33,56751,112551,104561.18858756733,80449,112551,49121,17305,21956,58493,Urban,Mortgage,54,18,4330384,2,1
346,Mid-Career Professionals,40,25110,239233,238949.30523620505,82616,239233,39412,14969,12705,69911,Urban,Credit Card,36,12,4274865,2,1
347,Mid-Career Professionals,39,74341,260695,161825.96311201956,21089,260695,31341,17404,18894,2195,Rural,Savings,38,35,4028831,2,3
348,Young Adults,19,17087,37440,19475.36747881358,12797,37440,953,2797,6088,6709,Suburban,Savings,1,67,62797,1,2
349,Mid-Career Professionals,45,43762,216277,152604.13396865752,65013,216277,32223,8215,5614,59399,Rural,Savings,32,36,2077247,2,3
350,Mid-Career Professionals,32,29596,130811,73913.49125049719,23346,130811,12880,16980,9050,14296,Urban,Savings,43,45,4788148,2,1
351,Mid-Career Professionals,28,38313,105103,53730.014114299745,48672,105103,31271,11694,21709,26963,Rural,Savings,41,41,1715271,2,3
352,Retired Seniors,71,11013,284104,193251.35164910238,27653,284104,545,19136,6740,20913,Urban,Savings,69,5,4707642,3,1
353,Mid-Career Professionals,28,43705,69008,61546.10461509996,64556,69008,23304,15661,20210,44346,Suburban,Credit Card,32,25,700577,2,2
354,Young Adults,21,6828,20738,16239.72758731276,14974,20738,1927,5969,2358,12616,Rural,Savings,11,70,76520,1,3
355,Young Adults,23,12909,47402,31114.151122274605,6184,47402,4152,3392,5777,407,Urban,Current,1,94,23895,1,1
356,Mid-Career Professionals,40,98645,234456,193935.20461990056,49493,234456,40831,11789,10906,38587,Urban,Mortgage,58,35,278982,2,1
357,Young Adults,18,7023,20793,12808.67701158055,16380,20793,4,4605,4371,12009,Urban,Savings,27,74,70898,1,1
358,Mid-Career Professionals,39,79796,283899,143990.93907920943,39846,283899,21673,19385,6721,33125,Urban,Mortgage,9,10,3118110,2,1
359,Retired Seniors,66,24537,186643,164652.10455232704,32195,186643,5533,19061,4349,27846,Suburban,Investment,115,14,8481806,3,2
360,Mid-Career Professionals,42,84429,277939,225650.7646320089,20606,277939,37829,5105,8896,11710,Suburban,Mortgage,16,37,3594412,2,2
361,Mid-Career Professionals,37,81627,197281,173834.41203208693,18956,197281,25372,16479,11941,7015,Suburban,Savings,25,18,4224029,2,2
362,Mid-Career Professionals,45,53848,163550,84959.15631463386,31555,163550,35938,26137,18464,13091,Suburban,Mortgage,2,31,3740503,2,2
363,Mid-Career Professionals,29,57804,272002,249850.10650459654,33690,272002,12663,6946,10246,23444,Suburban,Savings,6,17,4738157,2,2
364,Mid-Career Professionals,34,35379,224220,181565.08228606996,73502,224220,19465,10544,13384,60118,Urban,Loan,43,36,4955013,2,1
365,Retired Seniors,65,37766,141218,110389.7823184688,36347,141218,3326,19479,13866,22481,Urban,Investment,105,11,6654728,3,1
366,Mid-Career Professionals,41,88099,183296,148892.6282816006,64056,183296,13659,18275,23961,40095,Rural,Credit Card,34,28,926395,2,3
367,Retired Seniors,80,46060,229767,214192.6169166017,42698,229767,1131,8985,3091,39607,Urban,Investment,121,13,5687391,3,1
368,Retired Seniors,80,39197,291060,230946.86979951774,25966,291060,4763,3782,7234,18732,Suburban,Investment,39,10,6143846,3,2
369,Young Adults,19,8586,47441,37500.933486137554,20882,47441,2636,6541,2480,18402,Urban,Savings,21,43,99929,1,1
370,Young Adults,25,9431,49716,49484.302486340806,9675,49716,3029,8044,8592,1083,Suburban,Savings,5,43,27463,1,2
371,Young Adults,25,11841,41586,36527.69036385673,14082,41586,3019,5257,7452,6630,Suburban,Savings,24,79,79935,1,2
372,Young Adults,20,18366,38478,27748.290523074393,18009,38478,4377,8213,4916,13093,Urban,Current,0,69,63792,1,1
373,Young Adults,25,11643,21318,18199.144623350978,11748,21318,3159,3997,6435,5313,Urban,Savings,21,85,18686,1,1
374,Mid-Career Professionals,38,56727,144230,100184.35546605333,32857,144230,23515,19485,13128,19729,Suburban,Credit Card,43,23,1212104,2,2
375,Young Adults,18,16005,35180,21615.919385084748,24627,35180,253,9413,3075,21552,Urban,Savings,4,72,27787,1,1
376,Mid-Career Professionals,33,85697,193252,154297.40945615663,76822,193252,31691,9869,23897,52925,Urban,Loan,12,41,1032280,2,1
377,Retired Seniors,80,26029,148538,143204.15624482505,28565,148538,8520,19945,11168,17397,Suburban,Savings,120,14,9266365,3,2
378,Young Adults,19,5593,30372,29295.91275095482,24480,30372,2591,6006,8861,15619,Urban,Savings,14,67,62427,1,1
379,Retired Seniors,77,24226,341940,229425.54539769568,37832,341940,3044,11867,11990,25842,Rural,Savings,115,11,3750615,3,3
380,Young Adults,23,19494,39427,30115.869730361384,16348,39427,1420,3122,6570,9778,Suburban,Savings,29,59,66086,1,2
381,Young Adults,24,16451,48290,29254.9487709693,14782,48290,3401,5981,8544,6238,Urban,Current,10,61,68308,1,1
382,Mid-Career Professionals,31,48731,170592,170219.35111581677,43557,170592,12892,14493,18750,24807,Suburban,Savings,39,49,2475093,2,2
383,Mid-Career Professionals,36,88926,143635,142278.93534830547,86334,143635,31672,10682,21988,64346,Suburban,Mortgage,36,22,4265767,2,2
384,Retired Seniors,72,15997,161022,132803.6134396763,19627,161022,5812,7782,5979,13648,Urban,Savings,137,16,3053540,3,1
385,Mid-Career Professionals,26,75506,104040,93865.61938442217,93002,104040,41085,22327,12065,80937,Urban,Loan,59,17,4856651,2,1
386,Retired Seniors,65,22693,387501,332301.5137987975,22720,387501,654,11137,7916,14804,Urban,Savings,77,19,4119603,3,1
387,Young Adults,18,5663,20832,16594.3360095151,14145,20832,759,2600,8800,5345,Urban,Savings,20,45,17877,1,1
388,Young Adults,25,14324,27820,14652.070638115567,9524,27820,1798,4700,2597,6927,Urban,Savings,2,31,19239,1,1
389,Mid-Career Professionals,36,82539,66211,48160.70094237712,87095,66211,47927,18012,10622,76473,Urban,Savings,41,36,3201627,2,1
390,Retired Seniors,78,10541,317986,266279.2985405031,29158,317986,8446,3524,4877,24281,Urban,Savings,176,6,6818769,3,1
391,Retired Seniors,68,31817,378996,317888.8857677305,40916,378996,5262,18634,4699,36217,Suburban,Investment,62,17,6219347,3,2
392,Mid-Career Professionals,42,57861,175737,120654.22479684721,50892,175737,46591,5078,22100,28792,Suburban,Loan,43,45,3334499,2,2
393,Mid-Career Professionals,37,33428,95968,93170.14828779893,92242,95968,37200,8123,18429,73813,Suburban,Loan,27,36,191665,2,2
394,Mid-Career Professionals,39,63934,67508,39402.96926612031,92606,67508,39571,12064,18796,73810,Suburban,Savings,36,18,4075220,2,2
395,Mid-Career Professionals,40,30258,203077,152344.2476295587,15924,203077,32538,18068,9086,6838,Rural,Loan,47,48,4049349,2,3
396,Retired Seniors,75,26044,104575,88412.09592390114,36478,104575,7787,10417,3665,32813,Suburban,Savings,118,5,7588855,3,2
397,Retired Seniors,79,39411,200043,169750.0690090076,15506,200043,4516,15362,10846,4660,Suburban,Savings,65,11,6175919,3,2
398,Mid-Career Professionals,26,25469,206671,170362.93091718393,61418,206671,32356,6209,19605,41813,Urban,Savings,16,35,2646210,2,1
399,Mid-Career Professionals,35,48854,268664,171312.01628941527,77217,268664,33023,10153,22463,54754,Rural,Savings,23,16,4434992,2,3
400,Mid-Career Professionals,33,26256,116914,67588.36738571385,95846,116914,49148,9898,13419,82427,Urban,Credit Card,20,16,1224552,2,1
401,Young Adults,25,14398,16519,13512.049129425217,13226,16519,1008,6837,8992,4234,Urban,Current,1,91,53738,1,1
402,Retired Seniors,77,20720,137697,110109.55174302608,21781,137697,4314,12871,11340,10441,Suburban,Investment,60,7,8556796,3,2
403,Mid-Career Professionals,26,53937,156239,92130.70184579035,20515,156239,36535,12610,6069,14446,Urban,Mortgage,43,19,3864198,2,1
404,Retired Seniors,61,43598,285469,243382.18337344157,46133,285469,2508,13077,8263,37870,Urban,Investment,59,6,7669675,3,1
405,Mid-Career Professionals,26,21651,173106,125949.50140052318,97508,173106,45450,20791,21109,76399,Suburban,Credit Card,11,16,4573391,2,2
406,Retired Seniors,60,29194,317499,264756.16003670474,42092,317499,7311,4544,10951,31141,Suburban,Savings,41,9,6574746,3,2
407,Mid-Career Professionals,34,45051,104120,95653.33017283404,91946,104120,43757,10522,17919,74027,Suburban,Credit Card,50,46,2020759,2,2
408,Young Adults,22,16002,24083,14085.28487270902,24522,24083,4284,4370,3363,21159,Rural,Savings,24,76,15110,1,3
409,Retired Seniors,60,19518,350486,178598.00410236965,19095,350486,8446,6710,7508,11587,Urban,Investment,168,15,2553171,3,1
410,Young Adults,22,18258,35456,31539.93065162451,15361,35456,4163,2328,3755,11606,Urban,Current,12,46,21462,1,1
411,Mid-Career Professionals,45,36184,259932,209205.9355573849,23531,259932,14711,18683,5519,18012,Suburban,Credit Card,26,13,3587104,2,2
412,Retired Seniors,66,43787,52257,44409.03249487161,47038,52257,6479,7579,8463,38575,Urban,Savings,103,12,1209441,3,1
413,Retired Seniors,61,31621,339508,312034.159624222,32403,339508,6964,15122,14736,17667,Suburban,Investment,49,11,9334623,3,2
414,Mid-Career Professionals,31,95564,206044,185729.1881274897,57674,206044,23161,11794,15514,42160,Urban,Loan,7,28,2788007,2,1
415,Mid-Career Professionals,32,97984,161715,158555.10078029745,97476,161715,42152,5120,19688,77788,Urban,Loan,8,12,2679669,2,1
416,Mid-Career Professionals,39,79792,76654,58867.783767165136,44831,76654,24635,11749,12233,32598,Suburban,Loan,6,36,3952312,2,2
